id,forbidden_word,clean_word
6653,불쌍한뇬이,불쌍한 사람이
6654,불수능,너무 어렵게 나온 수능
6655,불소,불타는 듯한 활발한 소통
6656,불백,불고기 백반
6657,불반도,한반도
6658,불리2온라인,불리2온라인 학교 이야기 게임
6659,불닭,불닭볶음면
6660,불넘,무례한 사람
6661,불낙,불고기 낙지 전골
6662,불금,불태워 노는 금요일
6663,분탕질하는,혼란을 일으키는
6664,분탕질이다,혼란을 일으키는 행동이다
6665,분조장,분노조절장애
6666,분신자살,스스로 생을 마감
6667,분노조절장애,화 조절이 어려움이 있는 병
6668,북어,북어
6669,북괴위한,북한을 위한
6670,북괴와,북한과
6671,북괴빨기는,북한을 극단적으로 지지하는 것은
6672,북괴도,북한도
6673,북괴가,북한이
6674,북괴,북한 정권
6675,부캐,부속으로 딸린 캐릭터
6676,부카케,
6677,부정부패교수놈,부정부패한 교수님
6678,부재중존나와잇네,부재중 정말 많네
6679,부장년은,부장님은
6680,부잘알,부동산 잘 아는 사람
6681,부역자이기도합니다,협력한 사람이기도 합니다
6682,부없녀,부러울게 없는 여자
6683,부없남,부러울게 없는 남자
6684,부산사나이,부산 남자
6685,부부교환,
6686,부모님뒤진,부모님 없는
6687,부먹,탕수육에 소스를 부어먹는 것
6688,부린이,부동산 초보자
6689,부뢀,남자의 소중한 곳
6690,부롤,소중한 곳
6691,부럴,소중한 곳
6692,부랄발광하고,호들갑을 떨고
6693,부랄관종짓,관심받고 싶어 하는 행동
6694,부랄,소중한 곳
6695,부관참시하고,처벌하고
6696,뵹신,서툰 사람
6697,뵨태,이상한 친구
6698,뵤지,
6699,뵤즤,
6700,뵤오지,
6701,뵝신,모자란 사람
6702,봊지,
6703,봊이,
6704,봉알,소중한 곳
6705,봉신연의,봉신연의 게임
6706,봉신,조금 모자란 친구
6707,봇털,털
6708,봇라인,
6709,볼매,볼수록 매력
6710,볼거없는새끼들이,볼 것 없는 사람들이
6711,본캐,본래 캐릭터
6712,본좌,본인
6713,본놈들이라,본 사람들이라
6714,보텡,
6715,보털,털
6716,보탱,
6717,보찌,
6718,보짖물,
6719,보짖,
6720,보짓물마셔,
6721,보짓물,
6722,보짓년,여성
6723,보짓,
6724,보지핧어,
6725,보지털,
6726,보지습습으로,이상한 모습으로
6727,보지빨,
6728,보지벌,거친 표현
6729,보지를,여자를
6730,보지로잡아주면않되,그렇게 하면 안 돼
6731,보지라인,몸선
6732,보지뇬,
6733,보지년,
6734,보지녀,
6735,보지구멍,
6736,보지구녕,신체 부분
6737,보지가,여자가
6738,보지,소중한 곳
6739,보즤,신체 표현
6740,보쥐털,소중한 곳
6741,보쥐,소중한 곳
6742,보주ㅣ,
6743,보적보,자신을 꾸미는 친구
6744,보우지,
6745,보오지,소중한 곳
6746,보슬아치,고위 공무원
6747,보수종자여서,보수적이어서
6748,보상패션,일상으로의 회복을 대신 보상하는 패션
6749,보빨러,칭찬하러
6750,보복소비,외부에 의해 억눌린 감정을 해소하는 용도의 소비
6751,보럴,여성의 소중한 곳
6752,보랄,여성의 소중한 곳
6753,보뒤,몸
6754,보다,더
6755,보꼴의,보기 좋지 않은
6756,보ㅈㅣ,
6757,보z,
6758,보x,
6759,보g,
6760,병크,어숙룩한 행동
6761,병자,병자
6762,병엉신,
6763,병어신,
6764,병씬,
6765,병신플이라도,서툰 방식이라도
6766,병신쪼다,
6767,병신짓해,어리석은 행동해
6768,병신짓,무모한 행동
6769,병신인증,실수 확인
6770,병신인가,좀 모자란 건가
6771,병신인,생각이 짧은 사람인
6772,병신이다,매우 서투르다
6773,병신이구나,그렇게 하면 안 되지
6774,병신이거든요,서툰 사람이거든요
6775,병신아라고,서툰 사람아라고
6776,병신쉐이,조금 모자란 친구
6777,병신쉐리,조금 모자란 친구
6778,병신색기,조금 모자란 친구
6779,병신새끼들이네,정말 무례한 사람들이네
6780,병신새끼,조금 모자란 친구
6781,병신새,조금 모자란 친구
6782,병신보다,너무 부족한 사람보다
6783,병신법이라는,부당한 법이라는
6784,병신미,이상한 느낌
6785,병신만은,부주의한 행동만은
6786,병신들아,여러분
6787,병신들만,경솔한 사람들만
6788,병신들,서툰 사람들
6789,병신됐을,서툴렀을
6790,병신덥때문에,어리석음 때문에
6791,병신놈,
6792,병신년,
6793,병신같이,서투르게
6794,병신같은데,이상한데
6795,병신같은,서툰
6796,병신,서툰 사람
6797,병시니,서툰 친구
6798,병시나,
6799,병시,병시
6800,병싄아,서툰 친구야
6801,병싀,서툰 친구
6802,병쉰,서툰 사람
6803,병쉬,
6804,병먹금하는데도,말을 안 듣는데도
6805,병먹금,상대하지 않음
6806,병맛이라면,조금 어색하다면
6807,병맛을,이상한 느낌을
6808,병맛게임이라고,엉뚱한 게임이라고
6809,병맛게임,엉뚱한 게임
6810,병맛,이상한 맛
6811,병림픽,장애인 올림픽
6812,병딱,서툰 사람
6813,병닥,서툰 사람
6814,병ㅅ새,
6815,병ㅅ,
6816,병X,
6817,별창녀,후원을 받는 대가로 과도한 행동하는 인터넷 방송인
6818,별창남,
6819,별창,별창
6820,별다줄,별 걸 다 줄인다
6821,별다방,별다방
6822,변표,변표
6823,변태인가,이상한가
6824,변태이기,이상한 사람이기
6825,변태와,이상한 사람과
6826,변태성욕,특이한 취향
6827,변태성만,특이한 취향만
6828,변태새끼아녀,이상한 행동 아니야
6829,변태를,성적 취향이 특이한 사람을
6830,변태라서,특이한 취향이라서
6831,변태들,이상한 행동을 하는 사람들
6832,변태까지,이상한 행동까지
6833,변태,이상한 행동을 하는 사람
6834,변시,변시
6835,변섹,엉뚱한 사람
6836,변녀,변녀
6837,벼잉신,
6838,벼엉신,서툰 사람
6839,벼엉시이,
6840,벼엉시나,
6841,벼신,서툰 사람
6842,벼락거지,한순간에 갑자기 된 거지
6843,벵신,서툰 사람
6844,벨튀,벨을 누르고 튀는 장난
6845,벨놈,무례한 사람
6846,벨년,무례한 사람
6847,베토디,베이컨 토마토 디럭스
6848,베타메일,명령대신 부탁을 하는 남자
6849,베타대디,아내 대신 아이와 집안을 돌보는 아빠
6850,베이스볼쇼다운,베이스볼쇼다운 야구 대결 게임
6851,베이글녀,앳되고 청순한 여성
6852,베란다캠핑,베란다 캠핑
6853,베라,배스킨라빈스
6854,베댓,게시글 내에서 가장 많은 지지를 받은 댓글
6855,벙어리로,언어 장애인으로
6856,벙어리가,언어 장애인이
6857,벙어리,말을 못하는
6858,벙섹,엉뚱한 사람
6859,벗겨보니형수,
6860,벗겨보니처제,
6861,벗겨보니처재,
6862,벗겨보니숙모,
6863,벗겨보니내딸,
6864,벗겨보니그날,
6865,법블레스유,법이 아니었으면 널 가만두지 않았을 것이다
6866,범죄행위임,잘못된 행동이에요
6867,범죄를,잘못된 행동을
6868,범인새끼,범인
6869,범생이처럼,차분한 사람처럼
6870,범생이같은,조용한 스타일의
6871,범생이,모범생 친구
6872,벌창같은년,
6873,벌레컷,벌레 같이 빠르게 죽어버린 플레이어
6874,벌레새끼야,애벌레야
6875,벌레새끼가,정말 못된 행동을 한 사람이
6876,벌레새기,
6877,벌레놈,
6878,벌레년,
6879,번탈남색기들이말이많네,남자들이 말이 많네
6880,번역질,번역 작업
6881,번따,전화번호를 주거나 받는 행위
6882,벅스,벅스 음악 서비스
6883,벅세권,햄버거 가게와 가까운 곳
6884,버프,캐릭터의 능력치를 향상시켜주는 마법
6885,버튜버,버추얼 유튜버
6886,버카충,버스 카드 충전
6887,버짓물마셔,
6888,버짓물,지저분한 물
6889,버지핧아,
6890,버지털,털
6891,버지쑤셔,
6892,버지썰어,
6893,버지빨어,바지 빨아
6894,버지빨아,바지 빨아
6895,버지벌료,
6896,버지벌려,
6897,버지벌렁벌렁,
6898,버지물마셔,
6899,버지물,
6900,버지뜨더,
6901,버지뚫어,
6902,버지따먹기,
6903,버지냄새,바지 냄새
6904,버지구멍,바지 구멍
6905,버지구녕,바지 구멍
6906,버지,여성의 소중한 곳
6907,버즤,바지
6908,버쥐,바지
6909,버오구,버터오징어구이
6910,버얼려서너어,
6911,버스아재랑,버스 아저씨랑
6912,버러지새꺄,매우 무례한 친구
6913,버러지같튼,벌레 같은
6914,버러지,성가신 친구
6915,버따리자지,
6916,뱅신시키,조금 모자란 친구
6917,뱅신,서툰 사람
6918,뱅마,
6919,뱃떼기라도,배라도
6920,뱃떼기가,배가
6921,밸붕,밸런스 붕괴
6922,밸놈,무례한 사람
6923,밸년,무례한 사람
6924,백치다,계약을 물리다
6925,백인층까지,백인 계층까지
6926,백인인지,백인인지 여부
6927,백인인권까지,다른 나라 사람들의 권리까지
6928,백인이어서,백인이라서
6929,백인이,피부색이 밝은 사람이
6930,백인은,백인 사람은
6931,백인우월주의에,백인을 우위로 보는 시각에
6932,백인우월주의,백인 우월주의
6933,백인새끼들은,백인 남성들은
6934,백인새끼들,백인 사람들
6935,백인들이,피부색이 밝은 사람들이
6936,백인들의,서양인의
6937,백인들은,백인 사람들은
6938,백인놈이,백인 남성이
6939,백인놈들,백인들
6940,백인남한테,백인 남자한테
6941,백인남자,백인 남자
6942,백인남에게,백인 남성에게
6943,백인남성은,피부색이 밝은 남성은
6944,백인남,백인 남성
6945,백인권력에,서구권 영향력에
6946,백인,피부색이 밝은 사람
6947,백섹열스를,
6948,백보지,
6949,백보디,
6950,백두돼지,특정인을 모욕하는 표현
6951,백남혐의,백인 남성 혐오가
6952,백남이,백인 남성이
6953,백남의,백인 남성의
6954,백남들이,백인 남자들이
6955,백남들,백인 남성들
6956,배째라게세끼,
6957,배째,몰라
6958,배위에싸죠,
6959,배우새끼도,배우도
6960,배알이,배가
6961,배알꼴린,질투가 나는
6962,배알꼴리는거면서,못마땅하면서
6963,배알꼴렸나보지,짜증났나 봐
6964,배알꼴려서,기분이 상해서
6965,배알꼴려,짜증나
6966,배신자들의,믿음을 저버린 사람들의
6967,배불뚝이개아재,배 나온 아저씨
6968,배민,배달의 민족
6969,배린이,배틀그라운드 초보자
6970,배대지,배송대행지
6971,배담냄새좆같이풍기면서,배에서 냄새가 나면서
6972,배그,배틀그라운드
6973,배경있는뇨자,배경이 있는 여자
6974,방템,방어 아이템
6975,방탄커피,커피와 무염버터 MCT오일을 섞은 것
6976,방숑국놈들잌,방송국 사람들
6977,방송국놈들아,방송국 관계자 여러분
6978,방송국놈들,방송국 사람들
6979,방방봐,방송은 방송으로 봐라
6980,방며들다,방탄소년단에게 스며들다
6981,방망이새끼는,방망이는
6982,방따,게임을 할 때 방에서 나가지다
6983,방금싸웠구만씨팔,방금 다툰 것 같아
6984,방구석여포,온라인에서는 강하지만 밖에서는 조용해지는 사람
6985,밥팅,밥을 남기는 사람
6986,밥튕,밥을 남기는 사람
6987,밥도둑,밥을 뚝딱 비우게 하는 맛있는 반찬
6988,밟아죽여야,정말 화가 나서 혼내주어야
6989,밝힘증,과하게 좋아하는 버릇
6990,발컨,어설픈 실력
6991,발정난꼴,욕심을 참기 어려운 모습
6992,발정,흥분 상태
6993,발씨,
6994,발발이로,활발하게
6995,발련이,무례한 사람이
6996,발놈시,무례한 사람
6997,발노무새끼,버릇없는 친구
6998,발년,무례한 사람
6999,발넘,무례한 사람
7000,발기,긴장
7001,발광할거야,엄청 흥분할 거야
7002,발광하는,큰 소동을 벌이는
7003,반틀딱,중년
7004,반퇴세대,조기퇴직 후 경제활동을 지속하는 세대
7005,반일마왕,일본을 좋아하지 않는 사람
7006,반유,반말 모드 유지
7007,반신,반말 모드 신청
7008,반삭,반만 삭발한 머리 모양
7009,반맞반틀,반은 맞고 반은 틀렸다
7010,반따,반에서 따돌림
7011,반동놈으로,반대하는 사람으로
7012,반꼰대,조금 고집 있는
7013,반갈죽,
7014,밖에다쌀께,
7015,박정희,전 대통령
7016,박을년,말이 거친 사람
7017,박으면서,하면서
7018,박원숭,전 서울시장
7019,박스권,일정 가격 변동 폭에서만 코인 가격이 오르락 내리락 하는 상황
7020,박근혜,전 대통령
7021,박고싶,
7022,박고빼고,
7023,바틀,도수높은 술 혹은 술병
7024,바텀다이브,하단 라인의 포탑 내부 공격
7025,바텀,바닥
7026,바칼,바지락 칼국수
7027,바주카자지,
7028,바이브레이터,
7029,바선생,바퀴벌레
7030,바쁜벌꿀,
7031,바보털이,앞머리가
7032,바보털을,앞머리를
7033,바보털은,앞머리는
7034,바보처럼,어리석게
7035,바보짓을,어리석은 행동을
7036,바보인증,실수 인증
7037,바보여서,생각이 부족해서
7038,바보야,조금 모자란 사람아
7039,바보를,어리숙한 사람을
7040,바보로,서툰 사람으로
7041,바보들이랑,생각이 짧은 사람들과
7042,바보들의,서툰 사람들의
7043,바보들,서툰 사람들
7044,바보됨,어리석게 됨
7045,바보다,생각이 짧다
7046,바보니까,생각이 부족했으니까
7047,바보같은,어리석은
7048,바보같아도,어리석어 보여도
7049,바보가,어리석은 사람이
7050,바보,조금 모르는 친구
7051,바바리맨,위험한 사람
7052,바리치다,다양한 변화를 주다
7053,바랄년,
7054,바근가시네,별난 여자
7055,바그네,
7056,밑힌년,상황 판단이 어려운 사람
7057,밑꾸뇽,
7058,밑꾸녕,
7059,밑구멍,아랫부분
7060,밑구녕,아랫부분
7061,밈,인터넷에서 유행하는 패러디물
7062,밀땅무림,밀땅무림 무협 모험 게임
7063,밀덕,밀리터리 덕후
7064,밀당,호감 가진 이성 사이의 밀고 당기기
7065,믿거페,믿고 거르는 페이스북
7066,믿거,믿고 거른다
7067,민초,민트 초코
7068,민증,주민등록증
7069,미혼녀들이,미혼 여성들이
7070,미피,미스터 피자
7071,미틴뇬,감정이 앞서는 사람
7072,미틴놈,행동이 통제되지 않는 사람
7073,미틴년,행동이 매우 거칠고 무례한 사람
7074,미틴넘,행동이 지나치게 과한 사람
7075,미틴것,상황이 도저히 말이 안되는 것
7076,미틴,정신없네
7077,미티넘,행동이 예측 어려운 사람
7078,미틘년,행동이 예측 어려운 사람
7079,미튄년,행동이 예측 어려운 사람
7080,미튄넘,행동이 예측 어려운 사람
7081,미튄,정신없네
7082,미쿡에서,미국에서
7083,미코노미,자길 위한 소비에 돈을 안아끼는 것
7084,미칭논아,사람아
7085,미칠라면니혼자각각미쳤어야지,혼자서 과하게 행동한 거지
7086,미칠듯한,아주 강한
7087,미칠거같고,너무 힘들고
7088,미칠,미칠 정도로 힘든
7089,미친힙찔이새끼들,이상한 사람들
7090,미친한국놈들아,이상한 한국 사람들아
7091,미친차들이,이상하게 운전하는 차들이
7092,미친짓인것,이상한 행동인 것
7093,미친짓인거야,이상한 행동이야
7094,미친짓이라,무리한 행동이라
7095,미친짓을,지나친 행동을
7096,미친줄,정신없는 줄
7097,미친좃대가리,
7098,미친자전거,정신없는 자전거
7099,미친인간,통제가 안 되는 사람
7100,미친오타쿠돼서,정신없는 덕후가 되서
7101,미친오타쿠노인의,매우 과하게 빠진 고령 팬의
7102,미친오리로,엉뚱하게 행동하여
7103,미친연기를,과한 연기를
7104,미친여자의,무례한 여성의
7105,미친여자,놀란 여자
7106,미친양의,엉뚱한 모습의
7107,미친양놈들,정신없는 외국인들
7108,미친앤빠들의,열성 팬들의
7109,미친애국자집단돼서,과한 사람들이라서
7110,미친아,이상해
7111,미친씹후까시,
7112,미친씹쎄끼,별난 사람
7113,미친씹쌔끼,행동이 예측 어려운 사람
7114,미친씹쌔,그만하자
7115,미친씹덕웃음,몹시 좋아서 웃음
7116,미친씨부랄,분노를 극단적으로 표현한 욕설
7117,미친씨발놈,별난 사람
7118,미친씨발,
7119,미친쓰레기,별난 친구
7120,미친썅놈,별난 사람
7121,미친썅년,별난 사람
7122,미친쌔,
7123,미친쌍뇽,별난 사람
7124,미친쌍농,별난 사람
7125,미친쌍놈,
7126,미친쌍녕,
7127,미친쌍년,별난 사람
7128,미친쌍,
7129,미친싸앙놈,별난 사람
7130,미친싸앙년,별난 사람
7131,미친스까이,별난 친구
7132,미친쉐이,별난 친구
7133,미친쇠리,별난 친구
7134,미친쇄리,별난 친구
7135,미친소리만,이상한 말만
7136,미친소리를,이상한 말을
7137,미친세상이라,말도 안 되는 세상이라
7138,미친섀리,
7139,미친생각이겟죠,무리한 생각이겠죠
7140,미친색이,
7141,미친새끼들,무례한 사람들
7142,미친새끼네,정말 심하네
7143,미친새끼같고,이상한 사람 같고
7144,미친새끼가,이상한 사람이
7145,미친새끼,정신없는 사람
7146,미친상황,놀라운 상황
7147,미친사촌혈육한테,통제가 안 되는 사촌에게
7148,미친사람처럼,정말 놀란 사람처럼
7149,미친사람이라,놀란 사람이라
7150,미친사람마냥,정신없는 사람처럼
7151,미친사람들과,이상하게 행동하는 사람들과
7152,미친사람,별난 사람
7153,미친보리수씨발놈들아,
7154,미친미친와,대단해
7155,미친레즈랑,과한 여성과
7156,미친또라이새끼,정신없이 행동하는 친구
7157,미친듯이,정신없이
7158,미친돼지같은,통제가 안되는 몸집이 큰 사람같은
7159,미친동안소리좀,놀라운 동안 소리 좀
7160,미친늙은놈이,놀란 어른이
7161,미친늙은놈은,놀란 어른은
7162,미친눔,행동이 너무 과격한 사람
7163,미친뇽,판단이 서투른 사람
7164,미친뇬,감정이 격한 사람
7165,미친놈처럼,너무 과하게
7166,미친놈잉,놀란 사람이
7167,미친놈입니다,정상적이지 않은 행동을 합니다
7168,미친놈임,놀란 사람임
7169,미친놈인거같아서,정신없는 사람 같아서
7170,미친놈인가,왜 그런 행동을 하나
7171,미친놈이었다,정신없이 행동한 사람이었다
7172,미친놈이,놀란 사람이
7173,미친놈의,이상하게 행동하는 사람의
7174,미친놈은,이상하게 행동하는 사람은
7175,미친놈으로,통제 안 되는 사람으로
7176,미친놈아,정신없는 사람아
7177,미친놈들이버스몇대없어서,놀란 사람들이 버스가 적어서
7178,미친놈들아,정신없는 사람들아
7179,미친놈들,정신없는 사람들
7180,미친놈도,이상하게 행동하는 사람도
7181,미친놈,별난 사람
7182,미친노인네,놀란 어르신
7183,미친노가다지만,힘든 일이지만
7184,미친노,놀란 친구
7185,미친년처럼,정신없는 사람처럼
7186,미친년인가봐,
7187,미친년이라,놀란 사람이라
7188,미친년이네요,이상한 사람이네요
7189,미친년이,심하게 행동하는 여성이
7190,미친년아,왜 그러니
7191,미친년들,말이 심한 사람들
7192,미친년과,문제가 있는 여성과
7193,미친년,
7194,미친녀자,이상한 여성
7195,미친녀를,정신없이 행동하는 사람을
7196,미친넘아녀,너무 과한 거 아니야
7197,미친넘아,무례한 사람아
7198,미친넘,행동이 너무 과격한 사람
7199,미친넌,판단이 서투른 사람
7200,미친냔마냥,이상한 사람처럼
7201,미친남편,무례한 남편
7202,미친구멍,
7203,미친구녕,
7204,미친것들,이상한 것들
7205,미친것같다,이해하기 어려울 정도다
7206,미친건가,정말 놀랍네
7207,미친거아냐,정신없는 거 아니야
7208,미친거,너무 과한 것
7209,미친개처럼,통제가 안 되게
7210,미친개쉑,별난 사람
7211,미친개색기,별난 친구
7212,미친개새끼,별난 친구
7213,미친개를,별난 친구
7214,미친개는,난폭한 개는
7215,미친개,별난 친구
7216,미친,놀라운
7217,미치도록,아주
7218,미치뇬,판단이 서투른 사람
7219,미치넘,판단이 서투른 사람
7220,미치광이,별난 친구
7221,미치겠습니다,너무 답답합니다
7222,미치겠삼,힘들어요
7223,미치겠다,너무 힘들다
7224,미칀놈,별난 사람
7225,미칀년,별난 사람
7226,미칀,정신없네
7227,미췬세이,별난 친구
7228,미췬세리,별난 친구
7229,미췬세끼,별난 친구
7230,미췬뇬,별난 친구
7231,미췬놈,별난 친구
7232,미췬년,별난 친구
7233,미췬넘,별난 친구
7234,미췬,정신없는
7235,미췐년,별난 사람
7236,미추에이션,계속 자기를 재구축 하는 것
7237,미추어버리겠다,미쳐버리겠다
7238,미쳤었던척,정신없었던 척
7239,미쳤어오,정말 놀랐어요
7240,미쳤어,정말 놀랐어
7241,미쳤다,정말 놀랍다
7242,미쳤니,왜 그러니
7243,미쳤네미쳤어,놀랍네요
7244,미쳤네,놀랍네
7245,미쳤냐고,왜 그렇게 행동하냐고
7246,미쳤냐,왜 그러니
7247,미쳤나,정신없니
7248,미쳤고,황당했고
7249,미쳣다,정말 놀랍다
7250,미쳐있는,무척 흥분해 있는
7251,미쳐버린사람,정말 놀란 사람
7252,미쳐버린,정말 놀라운
7253,미쳐라,최선을 다해 봐라
7254,미쳐도,지나쳐도
7255,미쳐가지고,정신이 없어서
7256,미천놈들아,정신없는 사람들아
7257,미찬뇬,판단이 서투른 사람
7258,미찬놈,판단이 서투른 사람
7259,미진뇬,판단이 서투른 사람
7260,미진넘,판단이 서투른 사람
7261,미존개오,미친 존재감 개화동 오렌지족
7262,미인에다,아름다운 데다
7263,미이친뇬,말이 심한 사람
7264, 미연시 , 미소녀 연애 시뮬레이션 게임
7265,미씨촌,마을
7266,미세먼지따위,미세먼지
7267,미성년자포르노,
7268,미모에,아름다움에
7269,미먼,미먼
7270,미만잡,미만의 것들
7271,미린년,아직 서툰 사람
7272,미린넘,미숙한 행동을 하는 사람
7273,미르스띤,미친
7274,미륀년,생각이 정리되지 않은 사람
7275,미륀넘,판단이 서투른 사람
7276,미럴,
7277,미띤,미친
7278,미도녀,미지근한 도시의 여자
7279,미도남,미지근한 도시의 남자
7280,미닝아웃,자신이 지향하는 바를 소비로 표출
7281,미녀,아름다운 분
7282,미국초딩들이,미국 어린이들이
7283,미국인,미국 사람
7284,미국놈,미국 사람
7285,미국남,미국 남성
7286,믜칭넘,행동이 지나친 사람
7287,므흣하다,마음이 흡족하다
7288,므흣,마음이 흡족
7289,뮈친쉑이,별난 친구
7290,뮈친섹끼,별난 친구
7291,뮈친세이,별난 친구
7292,뮈친세리,별난 친구
7293,뮈친놈,별난 사람
7294,뮈친년,차분하지 못한 사람
7295,뮈친,상태가 불안정한
7296,뮈칀섹끼,행동이 예측 어려운 사람
7297,뮈칀세이,행동이 예측 어려운 사람
7298,뮈칀세리,행동이 예측 어려운 사람
7299,뮈칀세끼,행동이 예측 어려운 사람
7300,뮈칀,상태가 불안정한
7301,뭬친놈,흥분을 잘 하는 사람
7302,뭬친년,감정 조절이 어려운 사람
7303,뭥미,뭐야
7304,뭣같은,별로야
7305,뭘꼬라보냐고,왜 그렇게 쳐다보냐고
7306,뭔짓거리들인지,무슨 행동들인지
7307,뭔때문에꼴리는데,왜 그렇게 마음이 흔들리는데
7308,뭔개소리지,이게 무슨 말이지
7309,뭐하회,뭐라도 하겠지 회사인데
7310,뭐하는새끼들이냐,무슨 사람들인가
7311,물확뺄,강하게 혼내다
7312,물풍선가슴에,옷이 부풀어 보이는
7313,물타기,희석하기
7314,물수능,너무 쉽게 나온 수능
7315,물복,물렁한 복숭아
7316,물멍,물을 보며 멍하니 있는 것
7317,물냉,물냉면
7318,물광,물로낸 구두 광 촉촉한 피부
7319,물고기방,PC방
7320,묻지마,불특정 다수의 사람들을 향한 행위
7321,묻냐,물어
7322,문학충,문학을 좋아하는 사람
7323,문크예거,
7324,문찐,대중문화에 대해 잘 모르는 사람
7325,문죄인,
7326,문죄앙,
7327,문재앙,
7328,문어따위를,문어를
7329,문신충,문신을 한 사람
7330,문신돼지국밥육수충,문신을 하고 돼지국밥을 먹는 양아치
7331,문식답,문제 식 답
7332,문송하다,문과라서 죄송하다
7333,문송문송할,부끄러울
7334,문빠,
7335,문도피구,자운의 광인의 Q 스킬만 가지고 1대1을 하는 것
7336,무히려좋아,오히려 좋아
7337,무플,댓글이 없음
7338,무친놈,거친 사람
7339,무지성,아무 생각 없이 혹은 아무 생각 없는
7340,무야호,신난다
7341,무식한가시나,배우지 못한 여자
7342,무식쟁이를,잘 모르는 사람을
7343,무식쟁이,모르는 부분이 많은 사람
7344,무시,무회전
7345,무서운김여사,무서운 김씨
7346,무새,따라하며 반복해 말하는 사람
7347,무쁘지않아,나쁘지 않아
7348,무민세대,무의미해 보여도 즐거움을 찾는 세대
7349,무물보,무엇이든 물어보세요
7350,무물,무엇이든 물어 보세요
7351,무대뽀,무작정
7352,무뇌충,생각이 부족한 사람
7353,무뇌잉여충들아,생각 없는 사람들아
7354,무뇌잉여충,한가한 사람
7355,무뇌잉여빠갈충은,생각 없이 행동하는 사람은
7356,무과금,게임에서 유료 서비스를 이용안함
7357,무공해,무조건 공격 해
7358,무개념충들,배려가 없는 사람들
7359,무개념글,개념을 갖추지 못한 글
7360,묭실,미용실
7361,못먹겠음,먹기 어려워요
7362,못된아줌마로나온다고,예의 없는 사람으로 나온다고
7363,못난것들,서투른 사람들
7364,몸팔았다고,힘든 일을 했다고
7365,몸팔아서,힘든 일을 해서
7366,몸파라,
7367,몸파는,
7368,몸테크,오래된 주택의 불편함을 감수하고 사는것
7369,몸짱,몸매가 좋은 사람
7370,몸을주고,헌신하고
7371,몸안에사정,
7372,몸새끼와,몸과
7373,몸매,체형
7374,몸뚱이줄께,
7375,몰컴,몰래 컴퓨터 하기
7376,몰카판매금지해달라고,불법 촬영물 판매 금지를 요청하며
7377,몰카충,몰래 촬영하는 사람
7378,몰카왕국,몰래카메라가 많은 곳
7379,몰카사이트,불법 촬영물이 올라오는 사이트
7380,몰카범죄에,불법 촬영 범죄에
7381,몰카는,불법 촬영은
7382,몰카가,불법 촬영이
7383,몰카,몰래 촬영
7384,몰세권,문화생활을 편하게 할 수 있는 곳
7385,몰빵,한곳에 전부 투자하는 행위
7386,몰래카메라외에,불법 촬영 외에
7387,몬스,괴물
7388,몬나니,못난이
7389,목한다는데,목표로 한다는데
7390,목아돼,목이 아파서
7391,목마른놈이,급한 사람이
7392,목따버릴거임,그만둘 거임
7393,목따,위험한 말이에요
7394,모하,모델하우스
7395,모태솔로,연애해본적 없는 사람
7396,모청,모바일 청첩장
7397,모지리들아,얘들아
7398,모지리들,잘 모르고 행동하는 사람들
7399,모지리,조금 서툰 사람
7400,모은놈도,모은 사람도
7401,모유물,
7402,모솔,연애해본적 없는 사람
7403,모리노리,모리노리 캐주얼 게임
7404,모가지에,목에
7405,모가지뽑아다,혼내다
7406,모가지,목
7407,몇놈,몇 사람
7408,명퇴,명예퇴직
7409,명존쎄,명치를 매우 세게 때리고 싶다
7410,명예백인,서구 문화를 동경하는 사람
7411,멸치랑,마른 사람이랑
7412,면까몰,면접은 까볼 때까지 모른다
7413,며느리새끼나,며느리나
7414,며느리,아들의 배우자
7415,멧돼지새끼,멧돼지 새끼
7416,멘헤라,정신 건강에 문제 있는 사람
7417,멘붕,정신상태 붕괴
7418,메틴넘,정신없어 보이는 사람
7419,메타,게임 플레이 방식
7420,메친뇬,말과 행동이 과격함
7421,메친놈,행동이 지나친 사람
7422,메친년,행동이 너무 거친 사람
7423,메친넘,행동이 지나친 사람
7424,메친,정신없어 보이는
7425,메췬놈,생각이 거친 사람
7426,메췬년,행동이 과격한 사람
7427,메창새끼들은잘해주면,못생긴 사람들은 잘해주면
7428,메창,메이플스토리에 미친 인생
7429,메이커사단,유명부대
7430,메린이,메이플스토리 초보자
7431,메르,메르세데스
7432,메롱스럽다,난감하다
7433,메뚜족,직장을 이리저리 옮겨다니는 종족
7434,메덕,메이크업에 진심인 사람
7435,메갤,메이플 갤러리
7436,메가데레,일편단심의 성향을 지닌 캐릭터
7437,멍충이에,실수 많은 친구에
7438,멍충이야,실수가 많아
7439,멍충이들,조금 서툰 사람들
7440,멍충이,어리숙한 사람
7441,멍청한년,생각이 짧은 사람
7442,멍청이인,어리숙한
7443,멍청이의,잘 모르는 사람의
7444,멍청이라,조금 부족해서
7445,멍청이들이,잘 모르는 사람들이
7446,멍청이는,실수가 많은 사람은
7447,멍청이가,어리숙한 사람이
7448,멍청이,아직 배우는 친구
7449,멍청아,조금 모자란 친구야
7450,멍청소리하면,허튼소리를 하면
7451,멍청비용인지,실수해서 든 비용인지
7452,멍청비용으로,실수로 쓴 비용으로
7453,멍청비용,부주의로 낭비한 돈
7454,멍청도,충청도
